"","AGBN","seed","seedrich","type","time"
"177",0.449965805144311,0,0,"SF","first"
"178",24.312916091919,0,0,"SF","first"
"179",81.9587478541885,0,0,"SF","first"
"180",10.5559706809741,0,0,"SF","first"
"181",2.1247122440789,308778.57313511,2,"SF","first"
"182",5.51957242816825,0,0,"SF","first"
"183",42.1130041465519,0,0,"SF","first"
"184",25.0559092734779,411704.764180147,3,"SF","first"
"185",23.4660001554581,34308.7303483456,1,"SF","first"
"186",18.3647822670843,0,0,"SF","first"
"187",69.7920931160704,0,0,"SF","first"
"188",116.811749226963,0,0,"SF","first"
"189",175.95725841982,0,0,"SF","first"
"190",127.798772473281,0,0,"SF","first"
"191",41.391098515106,0,0,"SF","first"
"192",102.209610769124,0,0,"SF","first"
"193",60.7931217244064,0,0,"SF","first"
"194",16.0986467100461,0,0,"SF","first"
"195",25.6534656938102,0,0,"SF","first"
"196",132.493677728875,274469.842786765,2,"SF","first"
"197",99.8852580224358,0,0,"SF","first"
"198",3.62694543746266,0,0,"SF","first"
"199",15.4688745490356,0,0,"SF","first"
"200",23.0739274413375,0,0,"SF","first"
"201",6.72431474517205,0,0,"SF","first"
"202",19.1355443341588,0,0,"SF","first"
"203",95.0858191314733,0,0,"SF","first"
"204",20.9658394458172,0,0,"SF","first"
"205",5.54523214169552,68617.4606966912,1,"SF","first"
"206",40.2405697907424,171543.651741728,1,"SF","first"
"207",445.034765841693,0,0,"SF","first"
"208",218.803604665533,0,0,"SF","first"
"209",149.414473461733,0,0,"SF","first"
"210",21.5367447042304,0,0,"SF","first"
"211",20.6338929377266,0,0,"SF","first"
"212",53.6168683503788,0,0,"SF","first"
"213",118.044877139994,0,0,"SF","first"
"214",696.63242481538,0,0,"SF","first"
"215",200.756997917174,0,0,"SF","first"
"216",3.47511685145222,0,0,"SF","first"
"217",5.24784039021039,0,0,"SF","first"
"218",31.4755762345116,0,0,"SF","first"
"219",93.0693507132518,0,0,"SF","first"
"220",11.0187841401628,0,0,"SF","first"
"221",103.874684772587,0,0,"SF","first"
"222",63.5434302937905,0,0,"SF","first"
"223",16.0890446092733,0,0,"SF","first"
"224",190.425548343728,0,0,"SF","first"
"225",264.634293623087,0,0,"SF","first"
"226",35.8165501914122,0,0,"SF","first"
"227",9.29505553169689,0,0,"SF","first"
"228",40.594743107125,0,0,"SF","first"
"229",156.200521929908,0,0,"SF","first"
"230",88.4856281559223,0,0,"SF","first"
"231",262.344190092152,0,0,"SF","first"
"232",33.3337544275824,0,0,"SF","first"
"233",124.60376557109,0,0,"SF","first"
"234",45.8771120042076,0,0,"SF","first"
"235",31.6425522564915,0,0,"SF","first"
"236",71.1236291995532,0,0,"SF","first"
"237",8.43066721701292,0,0,"SF","first"
"238",6.46309730735463,0,0,"SF","first"
"239",0,0,0,"SF","first"
"240",109.94535421882,0,0,"SF","first"
"241",5.42068289924169,34308.7303483456,1,"SF","first"
"242",133.126360990764,0,0,"SF","first"
"243",10.1367702401373,0,0,"SF","first"
"244",8.28047002917086,0,0,"SF","first"
"245",10.4249513795655,0,0,"SF","first"
"246",1.98083605319554,0,0,"SF","first"
"247",47.3585698279616,0,0,"SF","first"
"248",9.56309624449962,0,0,"SF","first"
"249",76.025838054149,137234.921393382,1,"SF","first"
"250",0,0,0,"SF","first"
"251",55.3956959934941,0,0,"SF","first"
"252",37.1220170634092,0,0,"SF","first"
"253",64.6687773483686,0,0,"SF","first"
"254",27.5024953554467,0,0,"SF","first"
"255",146.475057178156,0,0,"SF","first"
"256",63.0659682636617,0,0,"SF","first"
"257",40.3771950004107,0,0,"SF","first"
"258",62.8204549802078,0,0,"SF","first"
"259",0,0,0,"SF","first"
"260",0,0,0,"SF","first"
"261",54.6569183261353,0,0,"SF","first"
"262",31.9119861386123,0,0,"SF","first"
"263",36.5755827228243,0,0,"SF","first"
"264",55.3677548036349,0,0,"SF","first"
"265",26.3861258242171,0,0,"SF","first"
"266",36.2677479476142,0,0,"SF","first"
"267",11.4032249735076,0,0,"SF","first"
"268",12.917430218672,0,0,"SF","first"
"269",9.23473931203005,0,0,"SF","first"
"270",101.826410137044,0,0,"SF","first"
"271",93.3388584401554,0,0,"SF","first"
"272",7.33551265197644,0,0,"SF","first"
"273",29.989580251176,0,0,"SF","first"
"274",2.4545666797344,0,0,"SF","first"
"275",4.880240201592,0,0,"SF","first"
"276",22.00617812988,68617.456992168,2,"SF","first"
"277",7.2233656867008,205852.38949912,1,"SF","first"
"278",1.410606604512,0,0,"SF","first"
"279",8.9581880894688,0,0,"SF","first"
"280",3.2712461675712,0,0,"SF","first"
"281",12.751681055904,0,0,"SF","first"
"282",1.7913668215968,0,0,"SF","first"
"283",14.400994147848,0,0,"SF","first"
"284",7.98411946248,0,0,"SF","first"
"285",8.1251509809456,0,0,"SF","first"
"286",9.7232470331976,0,0,"SF","first"
"287",19.943553222936,0,0,"SF","first"
"288",16.516601426304,0,0,"SF","first"
"289",1.7096358812904,0,0,"SF","first"
"290",25.470218707416,0,0,"SF","first"
"291",12.459140354304,0,0,"SF","first"
"292",19.205700564456,0,0,"SF","first"
"293",42.370552833336,0,0,"SF","first"
"294",16.767379420848,0,0,"SF","first"
"295",17.296396127136,0,0,"SF","first"
"296",54.835174122624,0,0,"SF","first"
"297",43.587544568904,0,0,"SF","first"
"298",10.8991508107608,0,0,"SF","first"
"299",22.521755897424,0,0,"SF","first"
"300",12.150235306944,0,0,"SF","first"
"301",32.01616997208,0,0,"SF","first"
"302",24.637284716688,0,0,"SF","first"
"303",67.339663889904,0,0,"SF","first"
"304",42.933351826008,0,0,"SF","first"
"305",22.500280495728,0,0,"SF","first"
"306",6.2349412692672,0,0,"SF","first"
"307",6.1889686661376,0,0,"SF","first"
"308",9.7576637181912,0,0,"SF","first"
"309",31.973958926784,0,0,"SF","first"
"310",24.755421842928,0,0,"SF","first"
"311",16.752909304152,0,0,"SF","first"
"312",4.3141414394736,0,0,"SF","first"
"313",2.1385823715648,0,0,"SF","first"
"314",101.215417588488,0,0,"SF","first"
"315",99.724087683864,0,0,"SF","first"
